urn_opcua_opcfoundation_org_com_2026_08_sample,1,Object
urn_opcua_opcfoundation_org_com_2026_08_sample_NamespaceUri,2,Variable
urn_opcua_opcfoundation_org_com_2026_08_sample_NamespaceVersion,3,Variable
urn_opcua_opcfoundation_org_com_2026_08_sample_NamespacePublicationDate,4,Variable
urn_opcua_opcfoundation_org_com_2026_08_sample_IsNamespaceSubset,5,Variable
urn_opcua_opcfoundation_org_com_2026_08_sample_StaticNodeIdTypes,6,Variable
urn_opcua_opcfoundation_org_com_2026_08_sample_StaticNumericNodeIdRange,7,Variable
urn_opcua_opcfoundation_org_com_2026_08_sample_StaticStringNodeIdPattern,8,Variable
SomeType,9,ObjectType
SomeType_SomeProperty1,10,Variable
SomeType_SomeProperty2,11,Variable
SomeType_SomeNumericArray,14,Variable
SomeType_SomeStructureArray,15,Variable
SomeType_SomeAlarm,16,Object
SomeType_SomeAlarm_EnabledState,17,Variable
SomeType_SomeAlarm_EnabledState_Id,18,Variable
SomeType_SomeAlarm_ActiveState,19,Variable
SomeType_SomeAlarm_ActiveState_Id,20,Variable
SomeType_SomeAlarm_InputNode,21,Variable
SomeType_SomeAlarm_SuppressedOrShelved,22,Variable
SomeType_SomeAlarm_AckedState,23,Variable
SomeType_SomeAlarm_AckedState_Id,24,Variable
SomeType_SomeAlarm_Acknowledge,25,Method
SomeType_SomeAlarm_Acknowledge_InputArguments,26,Variable
SomeType_SomeAlarm_ConditionClassId,27,Variable
SomeType_SomeAlarm_ConditionClassName,28,Variable
SomeType_SomeAlarm_ConditionName,29,Variable
SomeType_SomeAlarm_BranchId,30,Variable
SomeType_SomeAlarm_Retain,31,Variable
SomeType_SomeAlarm_Quality,32,Variable
SomeType_SomeAlarm_Quality_SourceTimestamp,33,Variable
SomeType_SomeAlarm_LastSeverity,34,Variable
SomeType_SomeAlarm_LastSeverity_SourceTimestamp,35,Variable
SomeType_SomeAlarm_Comment,36,Variable
SomeType_SomeAlarm_Comment_SourceTimestamp,37,Variable
SomeType_SomeAlarm_ClientUserId,38,Variable
SomeType_SomeAlarm_Disable,39,Method
SomeType_SomeAlarm_Enable,40,Method
SomeType_SomeAlarm_AddComment,41,Method
SomeType_SomeAlarm_AddComment_InputArguments,42,Variable
SomeType_SomeAlarm_EventId,43,Variable
SomeType_SomeAlarm_EventType,44,Variable
SomeType_SomeAlarm_SourceNode,45,Variable
SomeType_SomeAlarm_SourceName,46,Variable
SomeType_SomeAlarm_Time,47,Variable
SomeType_SomeAlarm_ReceiveTime,48,Variable
SomeType_SomeAlarm_Message,49,Variable
SomeType_SomeAlarm_Severity,50,Variable
SomeType_SomeMethod,51,Method
SomeType_SomeMethod_InputArguments,52,Variable
SomeType_SomeMethod_OutputArguments,53,Variable
Speed,55,Object
Speed_Dimension,56,Variable
Speed_ServerUnits,57,Object
SomeType_SomeAlarm_SomeParameters,58,Object
SomeType_SomeAlarm_SomeParameters_MaxNumberOfPorts,59,Variable
SomeType_SomeAlarm_SomeParameters_LocationTag,60,Variable
SomeType_SomeAlarm_SomeParameters_LocationTag_MaxStringLength,61,Variable
SomeStateMachineType,63,ObjectType
SomeStateMachineType_Working,64,Object
SomeStateMachineType_Working_StateNumber,65,Variable
SomeStateMachineType_Idle,66,Object
SomeStateMachineType_FromIdleToWorking,67,Object
SomeStateMachineType_FromIdleToWorking_TransitionNumber,68,Variable
SomeStateMachineType_FromWorkingToIdle,69,Object
SomeStateMachineType_FromWorkingToIdle_TransitionNumber,70,Variable
SomeStateMachineType_Start,71,Method
SomeStateMachineType_Stop,72,Method
SomeStateMachineType_Idle_StateNumber,73,Variable
SomeStructure,79,DataType
SomeStructure_Default_Binary,80,Object
SomeStructure_Default_XML,81,Object
SomeUnion,82,DataType
SomeUnion_Default_Binary,83,Object
SomeUnion_Default_XML,84,Object
SomeEnumeration,85,DataType
Default_Binary,87,Object
Default_XML,88,Object
HasSomeRelation,91,ReferenceType
SomeOptionSet,100,DataType
SomeEventType,101,ObjectType
SomeEventType_SomeEventField,102,Variable
SomeVariableType,109,VariableType
SomeVariableType_SomeVar1,110,Variable
SomeVariableType_SomeVar2,111,Variable
SomeType_SomeMeasurement,112,Variable
SomeType_SomeMeasurement_SomeVar1,113,Variable
SomeType_SomeMeasurement_SomeVar2,114,Variable
SomeType_SomeMeasurement_EURange,115,Variable
SomeType_SomeState,116,Object
SomeType_SomeState_Start,117,Method
SomeType_SomeState_Stop,118,Method
SomeType_SomeState_CurrentState,119,Variable
SomeType_SomeState_CurrentState_Id,120,Variable
SomeType_SomeEnumeration,121,Variable
SomeType_SomeMeasurement_EngineeringUnits,122,Variable
SomeType_SomeMeasurement_AllowNulls,123,Variable
SomeInstance,135,Object
SomeInstance_SomeProperty1,136,Variable
SomeInstance_SomeProperty2,137,Variable
SomeInstance_SomeState,138,Object
SomeInstance_SomeState_Start,139,Method
SomeInstance_SomeState_Stop,140,Method
SomeInstance_SomeState_CurrentState,141,Variable
SomeInstance_SomeState_CurrentState_Id,142,Variable
SomeInstance_SomeMethod,143,Method
SomeInstance_SomeMethod_InputArguments,144,Variable
SomeInstance_SomeMethod_OutputArguments,145,Variable
urn_opcua_opcfoundation_org_com_2026_08_sample_ModelVersion,NamespaceMetadata.ModelVersion,Variable
